     time        11        10      00        01
  23.3634 2773.0317 2738.4599  9.8696 2738.4598
  23.4234 2778.7812 2744.3233  9.8958 2744.3232
  23.4835 2784.5127 2750.1685  9.9220 2750.1684
  23.5435 2790.2263 2755.9956  9.9481 2755.9955
  23.6036 2795.9219 2761.8044  9.9741 2761.8043
  23.6637 2801.5996 2767.5951 10.0001 2767.5950
  23.7237 2807.2594 2773.3677 10.0260 2773.3676
  23.7838 2812.9013 2779.1222 10.0518 2779.1221
  23.8438 2818.5254 2784.8586 10.0775 2784.8585
  23.9039 2824.1317 2790.5770 10.1032 2790.5769
  23.9640 2829.7203 2796.2773 10.1288 2796.2772
  24.0240 2835.2910 2801.9597 10.1543 2801.9596
  24.0841 2840.8441 2807.6241 10.1798 2807.6240
  24.1441 2846.3794 2813.2705 10.2052 2813.2705
  24.2042 2851.8971 2818.8991 10.2305 2818.8990
  24.2643 2857.3972 2824.5098 10.2557 2824.5097
  24.3243 2862.8796 2830.1026 10.2809 2830.1026
  24.3844 2868.3445 2835.6777 10.3060 2835.6776
  24.4444 2873.7918 2841.2349 10.3311 2841.2348
  24.5045 2879.2216 2846.7744 10.3560 2846.7743
  24.5646 2884.6339 2852.2961 10.3809 2852.2960
  24.6246 2890.0288 2857.8001 10.4057 2857.8001
  24.6847 2895.4063 2863.2865 10.4305 2863.2864
  24.7447 2900.7663 2868.7552 10.4552 2868.7552
  24.8048 2906.1090 2874.2064 10.4798 2874.2063
  24.8649 2911.4344 2879.6399 10.5043 2879.6398
  24.9249 2916.7424 2885.0559 10.5288 2885.0558
  24.9850 2922.0332 2890.4544 10.5532 2890.4543
  25.0450 2927.3068 2895.8354 10.5776 2895.8353
  25.1051 2932.5631 2901.1989 10.6018 2901.1988
  25.1652 2937.8023 2906.5450 10.6260 2906.5449
  25.2252 2943.0243 2911.8737 10.6501 2911.8737
  25.2853 2948.2293 2917.1851 10.6742 2917.1850
  25.3453 2953.4171 2922.4791 10.6982 2922.4791
  25.4054 2958.5880 2927.7559 10.7221 2927.7558
  25.4655 2963.7418 2933.0154 10.7459 2933.0153
  25.5255 2968.8787 2938.2576 10.7697 2938.2576
  25.5856 2973.9986 2943.4827 10.7934 2943.4826
  25.6456 2979.1016 2948.6906 10.8170 2948.6905
  25.7057 2984.1877 2953.8814 10.8406 2953.8813
  25.7658 2989.2570 2959.0551 10.8641 2959.0550
  25.8258 2994.3095 2964.2117 10.8875 2964.2116
  25.8859 2999.3453 2969.3513 10.9108 2969.3512
  25.9459 3004.3643 2974.4739 10.9341 2974.4739
  26.0060 3009.3666 2979.5796 10.9573 2979.5795
  26.0661 3014.3522 2984.6683 10.9805 2984.6683
  26.1261 3019.3212 2989.7402 11.0036 2989.7401
  26.1862 3024.2737 2994.7952 11.0266 2994.7951
  26.2462 3029.2095 2999.8334 11.0495 2999.8333
  26.3063 3034.1289 3004.8548 11.0724 3004.8547
  26.3664 3039.0317 3009.8594 11.0952 3009.8594
  26.4264 3043.9181 3014.8474 11.1179 3014.8473
  26.4865 3048.7881 3019.8186 11.1406 3019.8186
  26.5465 3053.6417 3024.7733 11.1632 3024.7732
  26.6066 3058.4790 3029.7113 11.1857 3029.7112
  26.6667 3063.3000 3034.6328 11.2081 3034.6327
  26.7267 3068.1047 3039.5377 11.2305 3039.5376
  26.7868 3072.8931 3044.4261 11.2528 3044.4261
  26.8468 3077.6654 3049.2981 11.2751 3049.2981
  26.9069 3082.4215 3054.1537 11.2973 3054.1536
  26.9670 3087.1615 3058.9928 11.3194 3058.9928
  27.0270 3091.8854 3063.8156 11.3414 3063.8156
  27.0871 3096.5932 3068.6222 11.3634 3068.6221
  27.1471 3101.2851 3073.4124 11.3853 3073.4124
  27.2072 3105.9609 3078.1864 11.4071 3078.1864
  27.2673 3110.6208 3082.9442 11.4289 3082.9442
  27.3273 3115.2649 3087.6858 11.4506 3087.6858
  27.3874 3119.8930 3092.4113 11.4723 3092.4113
  27.4474 3124.5054 3097.1207 11.4938 3097.1207
  27.5075 3129.1019 3101.8141 11.5153 3101.8141
  27.5676 3133.6827 3106.4914 11.5368 3106.4914
  27.6276 3138.2478 3111.1528 11.5581 3111.1528
  27.6877 3142.7972 3115.7982 11.5794 3115.7982
  27.7477 3147.3309 3120.4278 11.6007 3120.4278
  27.8078 3151.8491 3125.0414 11.6218 3125.0414
  27.8679 3156.3517 3129.6393 11.6429 3129.6393
  27.9279 3160.8388 3134.2213 11.6640 3134.2213
  27.9880 3165.3104 3138.7876 11.6849 3138.7876
  28.0480 3169.7665 3143.3382 11.7058 3143.3382
  28.1081 3174.2073 3147.8732 11.7266 3147.8732
  28.1682 3178.6326 3152.3925 11.7474 3152.3924
  28.2282 3183.0427 3156.8962 11.7681 3156.8961
